College_Name,Reviews,Rating,Review Votes
Sri Manakula Vinayagar Engineering College,"SMVEC is one of the top performing engineering colleges  in India, imparting out come based  education in the field of engineering . SMVEC provides very good placement offers through  excellent infrastructure and laboratory facilities. The teaching learning process practiced in this college and the parental care given to the students are incomparable.
",5,3
Sri Manakula Vinayagar Engineering College,Good place to develop our placement skills and we can experience it but there is no development in sports,4,16
Sri Manakula Vinayagar Engineering College,Best place for the smart learning in engineering from the smart faculties as well as the training for the placement will helpful to get placed in MNC's and also in government sectors,5,11
Sri Manakula Vinayagar Engineering College,One of the best engineering college in puducherry where we have high tech library & best faculty who are guiding us to achieve our goal.,5,13
Sri Manakula Vinayagar Engineering College,"A college is a place where the professor gives us an insight of what to be learnt. It is up-to us to widen our perspective in our area of interest. Most students here, lack that interest, hence end up complaining the management, for their inefficiency. In my verdict, I would say that SMVEC is one of the best colleges for the students who prefer to study in their hometown, Puducherry. The management is always trying their best to help the students in every way possible. Here the students are open to a lot of opportunities. They have been able to maintain as well as improve a very good placement record, despite the competition in the job market.
Coming to the cons,  the college hours can be reduced considering the travel time taken for majority of the students. This will give them ample time to work on their area of interest.
",4,28
Sri Manakula Vinayagar Engineering College,"i am very proud to be tell that my college is a very good platform to gain our knowledge.it is one of the stimulating platform to acqiure current technology .one of the best college in pondicherry university,our college student has developed many new project .............placement are excellent in our college",5,13
Sri Manakula Vinayagar Engineering College,A well disciplined place to learn and practice technology with very good academic and placement records.,5,3
Sri Manakula Vinayagar Engineering College,"Motivating and encouraging Faculties in all academic and co curricular activities,Good placement training given for all students.",5,13
Sri Manakula Vinayagar Engineering College,A place for a amazing education system! Well designed faculties....!,5,0
Sri Manakula Vinayagar Engineering College,"Its a good infrastructure to gain more knowledge.Good place to develope our placement activities.Very good learning ,teaching ,practicals ,way of teachings are excellent and well trained faculties .I am proud to be a smvec student.",5,17
Sri Manakula Vinayagar Engineering College,Good engineering college providing quality education towards the students and the faculties provide a better teaching towards the upliftment of students knowledge.,5,21
Sri Manakula Vinayagar Engineering College,"Disciplined and supportive Environment to learn...
Gain an innovative knowledge to light up the brightness in our profession.....
 NBA,NAAC,Good infrastructure,Honest and best placement records,Best in students acheivements,Best Academic results in SMVEC only
",5,3
Sri Manakula Vinayagar Engineering College,Heavy fine for two students. Fees and donations are high. The placement is not satisfied they don't give jobs to all only 20 to 30 students placed in MNC.,1,11
Sri Manakula Vinayagar Engineering College,Don't believe the reviews given out there!The students have been forced to give a good review for their institution!It's a fraudulent activity! Don't join your children's here if you want their future to be good!,1,6
Sri Manakula Vinayagar Engineering College,Don't believe the reviews given out there!The students have been forced to give a good review for their institution!It's a fraudulent activity! Don't join your children's here if you want their future to be good!,5,16
Sri Manakula Vinayagar Engineering College,Don't believe the reviews given out there!The students have been forced to give a good review for their institution!It's a fraudulent activity! Don't join your children's here if you want their future to be good!,5,1
Sri Manakula Vinayagar Engineering College,"Top engineering college in puducherry, I got university rank because of the esteemed institution.",5,19
Sri Manakula Vinayagar Engineering College,"Best college in puducherry,very good learning skill to develop our knowledge to shine our life
",5,13
Sri Manakula Vinayagar Engineering College,"Best college in pondy better than pec govt college 
Hostel is not that much good.it isnt Ac bt a ordinary hostel.
Every department is here and also the placements are also very good.No.1 college in pondy
",5,1
Sri Manakula Vinayagar Engineering College,"A best institution to learn , improve and practice technology with friendly faculty and surroundings .",5,2
Sri Manakula Vinayagar Engineering College,very good learning and teaching practical way of learning i am proud to say smvec student,4,12
Sri Manakula Vinayagar Engineering College,Centre for creativity and excellence.... faculties provide innovative teaching to the students....,5,15
Sri Manakula Vinayagar Engineering College,"Top Engineering college
Good placement records 
Best academic performance 
University gold medal 
Good infrastructure
",5,12
Sri Manakula Vinayagar Engineering College,"Its a best platform for engineering with good ambience ,friendly faculties and good placement records.",5,7
Sri Manakula Vinayagar Engineering College,"Strive to be the premier choice for the talented , prospective students and to be recognised as a source of outstanding engineering for employers , entrepreneurs and leaders.",5,11
Sri Manakula Vinayagar Engineering College,our college helps to enhances our knowledge and also give importance to our extra curricular activities,5,12
Sri Manakula Vinayagar Engineering College,"A college is a place where the professor gives us an insight of what to be learnt. It is up-to us to widen our perspective in our area of interest. Most students here, lack that interest, hence end up complaining the management, for their inefficiency. In my verdict, I would say that SMVEC is one of the best colleges for the students who prefer to study in their hometown, Puducherry. The management is always trying their best to help the students in every way possible. Here the students are open to a lot of opportunities. They have been able to maintain as well as improve a very good placement record, despite the competition in the job market.
Coming to the cons,  the college hours can be reduced considering the travel time taken for majority of the students.and its the only college with instrumentation and control engineering department in whole puducherry
",5,17
Sri Manakula Vinayagar Engineering College,"Good infrastructure
Well qualified faculties
a place which brings out the full potential of the students
",5,2
Sri Manakula Vinayagar Engineering College,This is the best college to enrich the student technical knowledge and excel in academics.,5,11
Sri Manakula Vinayagar Engineering College,"Smvec is good college, a stimulating place to learn and practice competitive industrial environment.",5,12
Sri Manakula Vinayagar Engineering College,"Good Infrastructures, high class lab facilities, good placement record, TCS event winners. Best college in career development training activity. NBA accredited, NAAC Accredited, ISO 9001:2000 certified college. NILA FM station in our institution. Best college in Puducherry.
",5,15
Sri Manakula Vinayagar Engineering College,"best college...really proud to study in this college! good infrastructure, good facilities!",5,1
Sri Manakula Vinayagar Engineering College,A place to learn engineering practically...friendly faculties.Good placements.,4,1
Sri Manakula Vinayagar Engineering College,The only college in Pondicherry with excellent placements and good educational environment.,5,11
Sri Manakula Vinayagar Engineering College,"This is the best engineering college in pondicherry because they are giving special class for placement,and others activities,",5,10
Sri Manakula Vinayagar Engineering College,Proud to be an SMVEC student for providing me a great platform towards my career,5,16
Sri Manakula Vinayagar Engineering College,100 percentage placement assured.. best college in Puducherry.,5,11
Sri Manakula Vinayagar Engineering College,"excellent research and innovative project development, well equipped lab facilities, spacious class rooms, novel teaching methodologies are available in a single platform. in pondicherry region, smvec is the number 1 Scopus indexed journal published.",5,11
Sri Manakula Vinayagar Engineering College,Very good learning and teaching practical way of learning iam proud to say smvec student,5,18
Sri Manakula Vinayagar Engineering College,"The placements in Smvec is one of the best among the Indian colleges. Numerous companies visits our college for placements and our college has one of the excellent placement history. Most of the students got placed in core and software sectors. Even pre final students are offered with best Internship in various companies. And also our college exceeds with highly discipline , research facilities, full fledged hostel facilities and also huge library with quality of books numbering in thousands. And also the entire campus is facilitated with Wi-Fi. Transport facilities are satisfactory. Faculties are extraordinary and supportive. Fests and cultural events are held every year in our college. And also college focus on developing entrepreneurship spirit among students.",5,10
Sri Manakula Vinayagar Engineering College,"Good infrastructure with well established laboratories, Highly qualified and experienced faculties, excellent placement",5,17
Sri Manakula Vinayagar Engineering College,The Best college in Pondy.With good infrastructute and placement records one can excell in their carrier. Lot of support from faculties for extra curricular activities and sports activities.,5,18
Sri Manakula Vinayagar Engineering College,"Good teaching, Good infrastructure, lovable and care taking teachers, placement training is more effective.",5,0
Sri Manakula Vinayagar Engineering College,the best place to get knowlege and ........good guidance of teachers..........good infrastructure...,5,1
Sri Manakula Vinayagar Engineering College,"A well trained faculties are available for us, where we can get education through them with good facilities",4,17
Sri Manakula Vinayagar Engineering College,Very good college with good atmosphere and infrastructure ........good placement records.......good teaching ........well trained staffs........😊😊😊,5,15
Sri Manakula Vinayagar Engineering College,"A very good environment with peaceful atmosphere,and well trained faculty .",5,13
Sri Manakula Vinayagar Engineering College,Nice place for students to improve their self potential and talents to suceed in their career,5,13
Sri Manakula Vinayagar Engineering College,The best engineering hub in Pondicherry with full furnished laboratories and with trained faculty. The first self financing college to be accredited with NAAC and NBA in Pondicherry.,5,17
Sri Manakula Vinayagar Engineering College,"Number one engineering college in puducherry, number one in placement, top companies grap the students in bulk for placement, number one in infrastructure, number one in results, number one in parental care to students, number one in providing safety to girls students. Totally a good college for the students to develop themself in career.",5,11
Sri Manakula Vinayagar Engineering College,Excellent infrastructure... Well discipline college...Quality education,5,1
Sri Manakula Vinayagar Engineering College,"bus facilities is available to all region of the pondicherry and to remote area, hostel facilities are good",5,0
Sri Manakula Vinayagar Engineering College,Good institute. Good infrastructure. Good placement,5,1
Sri Manakula Vinayagar Engineering College,"Good placement record ,best academic performance,best engineering college in pondicherry,university gold medal",5,10
Sri Manakula Vinayagar Engineering College,"Satisfied with the placements opportunities and the academic activities
Provides outcome based education
",5,0
Sri Manakula Vinayagar Engineering College,SMVEC is a stimulating place to upgrade the student's knowledge for engineering in pondicherry and its surroundings.Well trained staffs...the college that dedicatively work for student's success.I am happy to be a SMVEC student.,5,3
Sri Manakula Vinayagar Engineering College,"SMVEC college is the best Engineering college in Pondicherry regarding placement, hospitalization and good education.",5,16
Sri Manakula Vinayagar Engineering College,"Best Engineering college in puducherry, Best placement in Engineering colleges puducherry, University Gold medalist and rank holders in Pondicherry university, Good infrastructure in engineering colleges puducherry",5,11
Sri Manakula Vinayagar Engineering College,"SMVEC is one of the best and leading institutions in pondicherry.It has consistently bagged many gold medals and top rankers in the pondicherry university.It has very good faculty members and infrastructure facilities.
It has good technical assistant and well equiped laboratories.
",5,15
Sri Manakula Vinayagar Engineering College,"""best and trusted college in puducherry""
i am pursuing my b.tech in this college really a good college in puducherry to gain knowledge and placement.they train us to  the top companies like microchip,tcs,zoho,etc,good infrastructure and pleasent environment.friendly faculties .
",5,11
Sri Manakula Vinayagar Engineering College,"Good Placement, Highly trained Faculties, Good Education, Good hospitalization, Good Environment, Good Training for the career Development, Conducted More Lectures and programmes",5,19
Sri Manakula Vinayagar Engineering College,"A stimulating place to learn and practice technology having well experienced, dedicated and trained faculty members. Having various Center of Excellences such as IBM, Harita Techserv, DELL EMC, Auto desk, etc., Having NAAC with 'A' accreditation. Only college in puducherry having NBA accreditation. First private engineering institution having Community Radio station to serve the rural society.",5,19
Sri Manakula Vinayagar Engineering College,"University gold medal 
Good placements 
Good infrastructure 
Good teaching guides 
Well established library 
Good transport facility 
NAAC A- CERIFICATED  
UNISYS WINNER (IT DEPT ) 
NBA ,TCS 
BEST ACHIVEMENT COLLEGE 
""BEST ENVIRONMENT TO EXPLORE OUR TALENTS ""
",5,14
Sri Manakula Vinayagar Engineering College,"SMVEC is an excellent college for Engineering with NAAC and NBA certificates, gives various extra curricular activities to the students with good infrastructure and good transport facilitiy and canteen facility and with more experienced staffs  and all dept are provinding 100% placement .
",5,2
Sri Manakula Vinayagar Engineering College,"I Dono how many colleges were dedicatedly working for student's success.Regarding placement in SMVEC ,officers and professors were  trying their atmost level for our achievement to come out with flying colours.................
",4,14
Sri Manakula Vinayagar Engineering College,"Good Infrastructure, student friendly faculties, good place enrich your knowledge",5,0
Sri Manakula Vinayagar Engineering College,"*Green Campus with amazing Infrastructure facilities
*Right Ambiance for learning
*Visionary Leaders
The management is taking continuous efforts to improve the quality of the college",5,10
Sri Manakula Vinayagar Engineering College,nice to studying in smvec clg more training placement activities and studying,5,13
Sri Manakula Vinayagar Engineering College,"A very good environment for the students to improve their skills
",5,11
Sri Manakula Vinayagar Engineering College,"Good infrastructural facility, best place to practice engineering, good career building platform, Excellent academic and placements every year, well established labs for doing projects and research activities",5,4
Sri Manakula Vinayagar Engineering College,Best college in puducherry for its excellent academic and placement record,5,1
Sri Manakula Vinayagar Engineering College,A good institute to develop our technical skills....,5,11
Sri Manakula Vinayagar Engineering College,"Top 10 Engineering colleges , good placement, NBA accredited, best academic, best infrastructure, NAAC accredited, Nila FM,",5,19
Sri Manakula Vinayagar Engineering College,"1)Very Good Atmosphere For Learning
2)Good Infrastructure
3)Excellent Lectures 
4)Best Extra- Curriculums courses
5)Uptodate Information
6)Good Placement Activity’s 
Overall : A Good Place For Bright Future
",5,17
Sri Manakula Vinayagar Engineering College,"A best institution around pondicherry
good placement activity
",5,12
Sri Manakula Vinayagar Engineering College,"This is one and only best college in Puducherry in Result, Placement and Discipline.",5,7
Sri Manakula Vinayagar Engineering College,They focus on online college programs. They are dedicated to enabling aspiring students to make informed decisions on their path to academic success.,5,8
Sri Manakula Vinayagar Engineering College,"#Top 10 Engineering, #Best College, #Good Placement, #Good Academic performance, #Top 3 College, #First Engineering college, #Nila #FM, #Gold Medal college, #NAAC college, #NBA college",5,19
Sri Manakula Vinayagar Engineering College,"Best Engineering college in Puducherry, Excellent placement, Good educational facilities, Good infrastructure and lab facilities.",5,10
Sri Manakula Vinayagar Engineering College,Excellent college with good infrastructure and placement records in puducherry,5,1
Sri Manakula Vinayagar Engineering College,"good college in pondicherry
 placement 100% conform
",5,0
Sri Manakula Vinayagar Engineering College,SMVEC is one of the good college in pondicherry.,5,6
Sri Manakula Vinayagar Engineering College,Best college in Pondicherry and good placement record and discipline,5,13
Sri Manakula Vinayagar Engineering College,"good faculties and good peaceful environment, best place improve the knowledge",4,0
Sri Manakula Vinayagar Engineering College,1 Best institution with 125 acres of land and infrastructure,5,10
Sri Manakula Vinayagar Engineering College,Best college and top private engineering college in pondicherry.,5,18
Sri Manakula Vinayagar Engineering College,It is a good college and also our staffs are good in teaching,4,0
Sri Manakula Vinayagar Engineering College,Best College which supports me towards my career,5,9
Sri Manakula Vinayagar Engineering College,Best college to update student knowledge to recent technology,5,0
Sri Manakula Vinayagar Engineering College,Quality of outcome based education is excellent and good infrastructure,5,12
Sri Manakula Vinayagar Engineering College,goodcoaching andexcellent staffs with great care,5,0
Sri Manakula Vinayagar Engineering College,"one of the best engineering college in pondicherry, good in placements",5,1
Sri Manakula Vinayagar Engineering College,"Good faculties and lab facilties, output based education",4,0
Sri Manakula Vinayagar Engineering College,smvec is the best college in pondicherry .,5,0
Sri Manakula Vinayagar Engineering College,No. 1 college in Puducherry for the placement in MNC's and also for gaining the knowledge in respective core as well as core related softwares,5,7
Sri Manakula Vinayagar Engineering College,Best college in puducherry with good placement record,5,13
Sri Manakula Vinayagar Engineering College,"Good Environment, Good teaching, Gaining more Knowledge, excellent placement.",5,0
Sri Manakula Vinayagar Engineering College,"Best Engineering college in Pondicherry, Best placement and best faculty members",5,4
Sri Manakula Vinayagar Engineering College,one of the best college for good job oppurtunities,3,0
Sri Manakula Vinayagar Engineering College,"Top engineering college, good infrastructure, excellent teaching.",5,5
Sri Manakula Vinayagar Engineering College,It is the best engineering college in pondicherry...,5,9
Sri Manakula Vinayagar Engineering College,"well trained faculty, gives importance to the placement activities",4,0
Sri Manakula Vinayagar Engineering College,"good teaching, placement wit top IT companies",5,1
Sri Manakula Vinayagar Engineering College,"Good education, Good hostel facilities , Good teaching faculties and infrastructure.",5,10
Sri Manakula Vinayagar Engineering College,"good at teaching
good at placement training",5,12
Sri Manakula Vinayagar Engineering College,Best engineering college with good infrastructure.,5,4
Sri Manakula Vinayagar Engineering College,very good college and very experienced teacher.......,5,1
Sri Manakula Vinayagar Engineering College,good and better high class education .,5,8
Sri Manakula Vinayagar Engineering College,Top 1st engg college in puducherry,5,20
Sri Manakula Vinayagar Engineering College,"Excellent teaching, Best infrastructure,Good in placement.",5,5
Sri Manakula Vinayagar Engineering College,Am 2010 passed out student.... its really worth to study in this college,5,14
Sri Manakula Vinayagar Engineering College,"Good teaching, good infrastructure and more placements",5,0
Sri Manakula Vinayagar Engineering College,Best placement and good culture of students.......,5,12
Sri Manakula Vinayagar Engineering College,Best college in puducherry with Instrumentation and control Engineering,5,2
Sri Manakula Vinayagar Engineering College,This is the only college to provide best education for instrumentation and control engineering..!!,5,2
Sri Manakula Vinayagar Engineering College,good in facility and healthy environment provided,5,0
Sri Manakula Vinayagar Engineering College,good infrastructure and learn technical knowledge,5,0
Sri Manakula Vinayagar Engineering College,Excellent couching n super infrastructure,5,5
Sri Manakula Vinayagar Engineering College,Best engineering college for placement.,5,5
Sri Manakula Vinayagar Engineering College,Im proud to be a smvec student,5,1
Sri Manakula Vinayagar Engineering College,"No sports!! But, courts are there.. For a name sake",4,0
Sri Manakula Vinayagar Engineering College,one of good colleges in pondicherry,4,0
Sri Manakula Vinayagar Engineering College,Good Coaching provided for slow learners.......,4,0
Sri Manakula Vinayagar Engineering College,"Sri Manakula Vinayagar Engineering Collegewas established in the year 1999. The institution has been approved by AICTE, New Delhi and affiliated to Pondicherry University. It is the first institution in Pondicherry State which got ISO 9001:2000 Certification and established the 'Nila Community Radio Station' with the approval of Government of India. It is the First engineering institution in Puducherry which is accredited by NAAC with 'A' grade. It is also accredited by the IT giant Tata Consultancy Services (TCS). Within a short span, the institution has attained an enviable reputation by possessing all the hall marks of premier Institution in pursuit of excellence. The Institution aims at equipping budding professionals with excellent theoretical and practical knowledge. It also takes pride in developing the students with leadership and interpersonal skills and thus shaping them as strategic scholars with competitive spirits who will be capable of delivering their best in the technological world.",5,17
Sri Manakula Vinayagar Engineering College,Simulation place to learn something and practice technology,5,6
Sri Manakula Vinayagar Engineering College,"good teaching,more practical experience,good exposure",5,0
Sri Manakula Vinayagar Engineering College,Best Engineering college in Pondicherry.,5,7
Sri Manakula Vinayagar Engineering College,"good in all the aspects, college of excellence",5,0
Sri Manakula Vinayagar Engineering College,Follow what ur heart says.....,5,0
Sri Manakula Vinayagar Engineering College,The number 1 college to get more admissions and worth to study.,5,0
Sri Manakula Vinayagar Engineering College,best college to imbue the learning,4,5
Sri Manakula Vinayagar Engineering College,extradinory place to learn and live,5,0
Sri Manakula Vinayagar Engineering College,Excellent to Infrastructure... The best in engineering market. I will give 10 star.,5,6
Sri Manakula Vinayagar Engineering College,good exposure for Practical learning,5,0
Sri Manakula Vinayagar Engineering College,Excellent college to learn engineering,5,1
Sri Manakula Vinayagar Engineering College,very good college for students,5,0
Sri Manakula Vinayagar Engineering College,Course Outcome based education,4,3
Sri Manakula Vinayagar Engineering College,helps to enhance our knowledge,5,4
Sri Manakula Vinayagar Engineering College,good in placement and teaching skills,5,7
Sri Manakula Vinayagar Engineering College,"experienced staff ,gud coaching",5,0
Sri Manakula Vinayagar Engineering College,It is the best college in Pondicherry.Coaching is excellent.Staffs provide support to the students.Eventhough it is strict it changes your life into beautiful one.Dont care others review.It is place to learn and get placed in top companies.,5,23
Sri Manakula Vinayagar Engineering College,good college in pondicheery,5,0
Sri Manakula Vinayagar Engineering College,best college in pondicherry,4,4
Sri Manakula Vinayagar Engineering College,Best for our bright future but not to be free... No enjoyments​... No function celebration...always studying for campus test... If u studied this clg u to be an educated people....,4,6
Sri Manakula Vinayagar Engineering College,Best college in pondicherry,5,7
Sri Manakula Vinayagar Engineering College,It's a very good college with a nice infrastructure...,5,8
Sri Manakula Vinayagar Engineering College,more peacefull environment,4,0
Sri Manakula Vinayagar Engineering College,worst college. no college life. full internal politics. school like system. spoon feeding. only mark u will get.,1,10
Sri Manakula Vinayagar Engineering College,Top college in Pondicherry,4,4
Sri Manakula Vinayagar Engineering College,Good place to study,5,0
Sri Manakula Vinayagar Engineering College,better place for learning,5,0
Sri Manakula Vinayagar Engineering College,"good infrastructure,good faculties,good environment.",5,0
Sri Manakula Vinayagar Engineering College,"good teaching, good infrastructure, good practical knowledge",5,0
Sri Manakula Vinayagar Engineering College,Very very worst college .pls don't Admission ur children...waste of money .. Especially pg department ..No planning worst worst worst college,1,14
Sri Manakula Vinayagar Engineering College,well trained faculties,5,0
Sri Manakula Vinayagar Engineering College,5 star worth,5,0
Sri Manakula Vinayagar Engineering College,Very good college,5,0
Sri Manakula Vinayagar Engineering College,Good teaching and placement,5,0
Sri Manakula Vinayagar Engineering College,Good academic excellence,5,1
Sri Manakula Vinayagar Engineering College,Very excellent infrastructure,5,0
Sri Manakula Vinayagar Engineering College,Good environment to study,5,3
Sri Manakula Vinayagar Engineering College,Stimulates students to learn,5,6
Sri Manakula Vinayagar Engineering College,marvelous place to learn,5,0
Sri Manakula Vinayagar Engineering College,Best Engg College,5,8
Sri Manakula Vinayagar Engineering College,One of the best college in pondicherry nice faculty and infrastructure!!!!!!!Placements and guest lectures are awesome...!!!Overall a good choice for engineering!!!!!!!!!!,5,2
Sri Manakula Vinayagar Engineering College,don't judge the book by it's cover,4,0
Sri Manakula Vinayagar Engineering College,SEMA college,5,0
Sri Manakula Vinayagar Engineering College,Very good infrasturcture realy a wonderfull campus and good hospitality very huge and spacious class rooms and well experienced staff members good output from students etc etc admirable administrative support good good,5,6
Sri Manakula Vinayagar Engineering College,Nice college,5,0
Sri Manakula Vinayagar Engineering College,good placement,5,0
Sri Manakula Vinayagar Engineering College,very good,5,0
Sri Manakula Vinayagar Engineering College,good in placement,5,5
Sri Manakula Vinayagar Engineering College,assurance for placement,5,0
Sri Manakula Vinayagar Engineering College,excellent coaching,5,0
Sri Manakula Vinayagar Engineering College,very good,5,0
Sri Manakula Vinayagar Engineering College,GOOD COACHING,5,0
Sri Manakula Vinayagar Engineering College,Good in placements,5,0
Sri Manakula Vinayagar Engineering College,Sri manakula Vinayakar engineering College is the best in compared other Colleges,4,5
Sri Manakula Vinayagar Engineering College,I really want to give Minus star but its not exist in google. Dont say its a college. Its a school that to like Siruvar serthirutha palli. Dont go here. Not recommended. A Central jain of pondicherry.,1,10
Sri Manakula Vinayagar Engineering College,"000000000 very very very worst college torturing student especially pg staff .No planning ,Not communicate properly, primary school better than this college...",1,7
Sri Manakula Vinayagar Engineering College,reputed institution,5,0
Sri Manakula Vinayagar Engineering College,good in placements,5,4
Sri Manakula Vinayagar Engineering College,Number 1 engineering college in Puducherry,5,3
Sri Manakula Vinayagar Engineering College,Best clg in pondicherry,5,6
Sri Manakula Vinayagar Engineering College,very nice library and lab facility proud to be an alumni of this college,5,7
Sri Manakula Vinayagar Engineering College,Good college for placement.....,4,6
Sri Manakula Vinayagar Engineering College,100 percent placement,5,5
Sri Manakula Vinayagar Engineering College,"Probably one of the strictest colleges in the world. A typical day at SMVEC goes like this-Memorise.Vomit.Repeat. Don't join this college because it's building looks good or because the website looks catchy. 
What matters is the quality of the teachers and a positive environment. This central jail lacks any of these aspects. There is nothing called as college life in here. If you find this review biased and misleading, you can enquire the alumnus of this college yourself. [Kandal ariyathavan kondal ariyum :)]
",1,21
Sri Manakula Vinayagar Engineering College,It's not a collage simply a school,1,7
Sri Manakula Vinayagar Engineering College,Very good college which leads to start our carrier bright...,5,6
Sri Manakula Vinayagar Engineering College,No extra circular activities :'(,1,10
Sri Manakula Vinayagar Engineering College,worst college ever existed !!,1,5
Sri Manakula Vinayagar Engineering College,"can be described using one word ""AWESOME!!!""",5,5
Sri Manakula Vinayagar Engineering College,nice,5,0
Sri Manakula Vinayagar Engineering College,awesome,5,0
Sri Manakula Vinayagar Engineering College,good,5,0
Sri Manakula Vinayagar Engineering College,it is good,5,1
Sri Manakula Vinayagar Engineering College,"contrary in motto , a stimulating place to memorize and vomit.",1,8
Sri Manakula Vinayagar Engineering College,"It's not a collage
no  leave in saturdays
no permission provided for strike 
no good food
",1,14
Sri Manakula Vinayagar Engineering College,Review from first 5 accounts are done from fake accounts from the college. LOL,1,14
Sri Manakula Vinayagar Engineering College,good college. to study here....,4,4
Sri Manakula Vinayagar Engineering College,Best College,5,6
Sri Manakula Vinayagar Engineering College,Good place to learn,4,6
Sri Manakula Vinayagar Engineering College,RIP EDUCATION....thats all,1,8
Sri Manakula Vinayagar Engineering College,What a college !!!,5,3
Sri Manakula Vinayagar Engineering College,"Giving notes, no good teaching.",2,8
Sri Manakula Vinayagar Engineering College,Good style,3,1
Sri Manakula Vinayagar Engineering College,very good college,5,8
Sri Manakula Vinayagar Engineering College,"Spoon feeding college :-(:-(
No cultural fest and not conducting sports meet.
",2,11
Sri Manakula Vinayagar Engineering College,Very bad,1,5
Sri Manakula Vinayagar Engineering College,Good teaching.,5,5
Sri Manakula Vinayagar Engineering College,Awesome..!!! (NA),5,4
Sri Manakula Vinayagar Engineering College,super,5,1
Sri Manakula Vinayagar Engineering College,It's a college for engineering students,5,3
Sri Manakula Vinayagar Engineering College,This is school not collage,1,9
Sri Manakula Vinayagar Engineering College,"One word ""WASTE""",1,7
Sri Manakula Vinayagar Engineering College,Good college,5,6
Sri Manakula Vinayagar Engineering College,wonderful college,5,5
Sri Manakula Vinayagar Engineering College,"My College, was Okai...",4,0
Sri Manakula Vinayagar Engineering College,Mass,5,2
Sri Manakula Vinayagar Engineering College,WASTE COLLEGE,1,9
Sri Manakula Vinayagar Engineering College,mass college,5,4
Sri Manakula Vinayagar Engineering College,My college,5,2
Sri Manakula Vinayagar Engineering College,Waste ..,1,6
Manakula Vinayagar Institute of Technology,"The infrastructure of our institute is very nice.
One of the best college for placement in Pondicherry region.
Our college provide favorable environment for the student development.
Our college gives opportunities to all students.
Free medical services.",5,1
Manakula Vinayagar Institute of Technology,"About clg is simply awesome... Good infrastructure, labs, food in canteen are also good, assured placement for all students who satisfies the required eligibility by respective companies...

About academics:
 Management is very conscious at student academics. Difficulty of subject is based on staff who is handling it. Apart from academics, management and department providing lot of awareness programs and event for the students..

Departments:
1. Mechanical 
2. Electrical
3. Electronics and communications 
4. Information 
5. Computer science 
6. MBA
7. M.tech Electronic and communication 
8. M.tech Computer science
",4,0
Manakula Vinayagar Institute of Technology,"Good for study but no mobile phone use, evening class bore, edha college 100 ku 50 mark",3,1
Manakula Vinayagar Institute of Technology,"This is not a college it's a school ,where you should write internal question paper as imposition for 5 times  this college treat students like school children's ,They are just exporting Slaves to service based companies like TCS etc. Because of these kind of colleges innovation rate in  india is very poor .
",1,2
Manakula Vinayagar Institute of Technology,Nice Place. I have worked here as a workshop tutor.,4,2
Manakula Vinayagar Institute of Technology,Excellent campus with Good infrastructure,5,0
Manakula Vinayagar Institute of Technology,"I going to join in this college. I am in need of good reviews over this college. But I think the fees structure of this college will be heavy. Anyhow all says that this college is good.and this college is well in placement cell.And students of this college says no culturals and however no sports activities.although this is a college it treats the students that they are in a school.very strict.with goods grace I am going to join in this college. 
",5,4
Manakula Vinayagar Institute of Technology,college life is not only about studying . its also about some memories as a student i am personally felling about cultural conducting in our college we expect you to take at least a good step about this ......Providing Holiday for a Student should come into existence at least second Saturday of every week should be declared as an holiday.The placement oriented skills are given good to the students..Improving one's personal technical skill in the college helps us to gain more...The way of teaching is well and good for the students...Provide some physical games for the students to get relax out of studies and works..,4,2
Manakula Vinayagar Institute of Technology,"Best institute providing many extra-curricular activities in addition to academic. Language training is given from the second year and 2-minutes speech given each period to develop communication skills. Placement training, special lectures, guest lectures, workshop are given to update knowledge.",5,1
Manakula Vinayagar Institute of Technology,Truly speaking it's a gud clg.no doubts about placements they make it simple.,4,2
Manakula Vinayagar Institute of Technology,i like the innovative things which are conducted and processed in our college.. but only thing there is no holiday in all saturday. then the method of teaching is well and good ....,3,0
Manakula Vinayagar Institute of Technology,"one of the best place to jion b tech 
1st yer will be new world
very good fackalutes and good environment 
free medical services 
ph ride
",3,0
Manakula Vinayagar Institute of Technology,"A good destination for learning engineering in pondicherry. If you are determined to acquire skills ,then be prepared to ask questions and never delay self-learning.All the best!
",4,0
Manakula Vinayagar Institute of Technology,"This is one of the best college in Puducherry , in this college to try to get all students in the placed top 10 MNC companies. then its good infrastructure.",5,1
Manakula Vinayagar Institute of Technology,The infrastructure of the institute is very nice. our college provide favourable environment for the student development.,4,0
Manakula Vinayagar Institute of Technology,"overall the college is good....
experienced faculty in cse dept with good teaching skill...
staffs are very friendly and kind..
this is my last year in this college,surely i will miss this heaven..!!!!",5,5
Manakula Vinayagar Institute of Technology,"In our college , you are making us to stress only in academics.
We don't have any other extra curricular activities and sports activities.
So Try to change this system and implement sports and other cultural activities..",2,2
Manakula Vinayagar Institute of Technology,right place to improve our talents and technical skills.the way of teaching is good.the aim is not only to get the job also to know some details about something related to studies and other things.,5,1
Manakula Vinayagar Institute of Technology,"The infrastructure of the college is good.
The college provide us a good platform to develop our knowledge through various competitions, workshops,etc.",5,0
Manakula Vinayagar Institute of Technology,The infrastructure of the college is nice and the lab facilities are good.Placement training for the students are very useful.Your providing lots of opportunities for delivering our skills.,4,0
